X,Y,Z
-4.058889,36.762500,67.000
-4.058611,36.762500,67.000
-4.058333,36.762500,68.000
-4.058056,36.762500,68.000
-4.057778,36.762500,68.000
-4.057500,36.762500,68.000
-4.057222,36.762500,68.000
-4.056944,36.762500,68.000
-4.056667,36.762500,69.000
-4.056389,36.762500,69.000
-4.056111,36.762500,69.000
-4.055833,36.762500,69.000
-4.055556,36.762500,69.000
-4.055278,36.762500,70.000
-4.055000,36.762500,70.000
-4.054722,36.762500,70.000
-4.054444,36.762500,71.000
-4.054167,36.762500,71.000
-4.053889,36.762500,71.000
-4.053611,36.762500,72.000
-4.053333,36.762500,72.000
-4.053056,36.762500,72.000
-4.052778,36.762500,72.000
-4.052500,36.762500,73.000
-4.052222,36.762500,73.000
-4.051944,36.762500,73.000
-4.051667,36.762500,73.000
-4.051389,36.762500,74.000
-4.051111,36.762500,74.000
-4.050833,36.762500,74.000
-4.050556,36.762500,74.000
-4.050278,36.762500,74.000
-4.050000,36.762500,74.000
-4.049722,36.762500,74.000
-4.049444,36.762500,75.000
-4.049167,36.762500,75.000
-4.048889,36.762500,75.000
-4.048611,36.762500,75.000
-4.048333,36.762500,75.000
-4.048056,36.762500,75.000
-4.070000,36.762222,54.000
-4.069722,36.762222,54.000
-4.069444,36.762222,54.000
-4.069167,36.762222,54.000
-4.068889,36.762222,55.000
-4.068611,36.762222,55.000
-4.068333,36.762222,55.000
-4.068056,36.762222,56.000
-4.067778,36.762222,56.000
-4.067500,36.762222,56.000
-4.067222,36.762222,57.000
-4.066944,36.762222,57.000
-4.066667,36.762222,58.000
-4.066389,36.762222,58.000
-4.066111,36.762222,58.000
-4.065833,36.762222,59.000
-4.065556,36.762222,59.000
-4.065278,36.762222,59.000
-4.065000,36.762222,60.000
-4.064722,36.762222,60.000
-4.064444,36.762222,61.000
-4.064167,36.762222,61.000
-4.063889,36.762222,61.000
-4.063611,36.762222,62.000
-4.063333,36.762222,62.000
-4.063056,36.762222,62.000
-4.062778,36.762222,63.000
-4.062500,36.762222,63.000
-4.062222,36.762222,63.000
-4.061944,36.762222,64.000
-4.061667,36.762222,64.000
-4.061389,36.762222,64.000
-4.061111,36.762222,65.000
-4.060833,36.762222,65.000
-4.060556,36.762222,66.000
-4.060278,36.762222,66.000
-4.060000,36.762222,66.000
-4.059722,36.762222,67.000
-4.059444,36.762222,67.000
-4.059167,36.762222,67.000
-4.058889,36.762222,68.000
-4.058611,36.762222,68.000
-4.058333,36.762222,68.000
-4.058056,36.762222,68.000
-4.057778,36.762222,68.000
-4.057500,36.762222,68.000
-4.057222,36.762222,69.000
-4.056944,36.762222,69.000
-4.056667,36.762222,69.000
-4.056389,36.762222,69.000
-4.056111,36.762222,69.000
-4.055833,36.762222,70.000
-4.055556,36.762222,70.000
-4.055278,36.762222,70.000
-4.055000,36.762222,71.000
-4.054722,36.762222,71.000
-4.054444,36.762222,71.000
-4.054167,36.762222,72.000
-4.053889,36.762222,72.000
-4.053611,36.762222,72.000
-4.053333,36.762222,72.000
-4.053056,36.762222,73.000
-4.052778,36.762222,73.000
-4.052500,36.762222,73.000
-4.052222,36.762222,73.000
-4.051944,36.762222,74.000
-4.051667,36.762222,74.000
-4.051389,36.762222,74.000
-4.051111,36.762222,74.000
-4.050833,36.762222,74.000
-4.050556,36.762222,74.000
-4.050278,36.762222,74.000
-4.050000,36.762222,74.000
-4.049722,36.762222,74.000
-4.049444,36.762222,74.000
-4.049167,36.762222,75.000
-4.048889,36.762222,75.000
-4.048611,36.762222,75.000
-4.048333,36.762222,75.000
-4.048056,36.762222,75.000
-4.070000,36.761944,54.000
-4.069722,36.761944,54.000
-4.069444,36.761944,54.000
-4.069167,36.761944,55.000
-4.068889,36.761944,55.000
-4.068611,36.761944,55.000
-4.068333,36.761944,56.000
-4.068056,36.761944,56.000
-4.067778,36.761944,56.000
-4.067500,36.761944,57.000
-4.067222,36.761944,57.000
-4.066944,36.761944,57.000
-4.066667,36.761944,58.000
-4.066389,36.761944,58.000
-4.066111,36.761944,59.000
-4.065833,36.761944,59.000
-4.065556,36.761944,60.000
-4.065278,36.761944,60.000
-4.065000,36.761944,60.000
-4.064722,36.761944,61.000
-4.064444,36.761944,61.000
-4.064167,36.761944,62.000
-4.063889,36.761944,62.000
-4.063611,36.761944,62.000
-4.063333,36.761944,63.000
-4.063056,36.761944,63.000
-4.062778,36.761944,63.000
-4.062500,36.761944,64.000
-4.062222,36.761944,64.000
-4.061944,36.761944,64.000
-4.061667,36.761944,65.000
-4.061389,36.761944,65.000
-4.061111,36.761944,65.000
-4.060833,36.761944,66.000
-4.060556,36.761944,66.000
-4.060278,36.761944,66.000
-4.060000,36.761944,67.000
-4.059722,36.761944,67.000
-4.059444,36.761944,67.000
-4.059167,36.761944,68.000
-4.058889,36.761944,68.000
-4.058611,36.761944,68.000
-4.058333,36.761944,68.000
-4.058056,36.761944,68.000
-4.057778,36.761944,69.000
-4.057500,36.761944,69.000
-4.057222,36.761944,69.000
-4.056944,36.761944,69.000
-4.056667,36.761944,69.000
-4.056389,36.761944,70.000
-4.056111,36.761944,70.000
-4.055833,36.761944,70.000
-4.055556,36.761944,71.000
-4.055278,36.761944,71.000
-4.055000,36.761944,71.000
-4.054722,36.761944,72.000
-4.054444,36.761944,72.000
-4.054167,36.761944,72.000
-4.053889,36.761944,73.000
-4.053611,36.761944,73.000
-4.053333,36.761944,73.000
-4.053056,36.761944,73.000
-4.052778,36.761944,73.000
-4.052500,36.761944,74.000
-4.052222,36.761944,74.000
-4.051944,36.761944,74.000
-4.051667,36.761944,74.000
-4.051389,36.761944,74.000
-4.051111,36.761944,74.000
-4.050833,36.761944,74.000
-4.050556,36.761944,74.000
-4.050278,36.761944,74.000
-4.050000,36.761944,74.000
-4.049722,36.761944,74.000
-4.049444,36.761944,74.000
-4.049167,36.761944,74.000
-4.048889,36.761944,75.000
-4.048611,36.761944,75.000
-4.048333,36.761944,75.000
-4.048056,36.761944,75.000
-4.070000,36.761667,55.000
-4.069722,36.761667,55.000
-4.069444,36.761667,55.000
-4.069167,36.761667,55.000
-4.068889,36.761667,55.000
-4.068611,36.761667,55.000
-4.068333,36.761667,56.000
-4.068056,36.761667,56.000
-4.067778,36.761667,56.000
-4.067500,36.761667,57.000
-4.067222,36.761667,57.000
-4.066944,36.761667,58.000
-4.066667,36.761667,58.000
-4.066389,36.761667,59.000
-4.066111,36.761667,59.000
-4.065833,36.761667,60.000
-4.065556,36.761667,60.000
-4.065278,36.761667,61.000
-4.065000,36.761667,61.000
-4.064722,36.761667,61.000
-4.064444,36.761667,62.000
-4.064167,36.761667,62.000
-4.063889,36.761667,63.000
-4.063611,36.761667,63.000
-4.063333,36.761667,63.000
-4.063056,36.761667,64.000
-4.062778,36.761667,64.000
-4.062500,36.761667,64.000
-4.062222,36.761667,64.000
-4.061944,36.761667,65.000
-4.061667,36.761667,65.000
-4.061389,36.761667,65.000
-4.061111,36.761667,66.000
-4.060833,36.761667,66.000
-4.060556,36.761667,66.000
-4.060278,36.761667,67.000
-4.060000,36.761667,67.000
-4.059722,36.761667,67.000
-4.059444,36.761667,68.000
-4.059167,36.761667,68.000
-4.058889,36.761667,68.000
-4.058611,36.761667,68.000
-4.058333,36.761667,69.000
-4.058056,36.761667,69.000
-4.057778,36.761667,69.000
-4.057500,36.761667,69.000
-4.057222,36.761667,69.000
-4.056944,36.761667,70.000
-4.056667,36.761667,70.000
-4.056389,36.761667,70.000
-4.056111,36.761667,71.000
-4.055833,36.761667,71.000
-4.055556,36.761667,71.000
-4.055278,36.761667,72.000
-4.055000,36.761667,72.000
-4.054722,36.761667,72.000
-4.054444,36.761667,73.000
-4.054167,36.761667,73.000
-4.053889,36.761667,73.000
-4.053611,36.761667,73.000
-4.053333,36.761667,74.000
-4.053056,36.761667,74.000
-4.052778,36.761667,74.000
-4.052500,36.761667,74.000
-4.052222,36.761667,74.000
-4.051944,36.761667,74.000
-4.051667,36.761667,74.000
-4.051389,36.761667,74.000
-4.051111,36.761667,74.000
-4.050833,36.761667,74.000
-4.050556,36.761667,74.000
-4.050278,36.761667,74.000
-4.050000,36.761667,74.000
-4.049722,36.761667,74.000
-4.049444,36.761667,74.000
-4.049167,36.761667,74.000
-4.048889,36.761667,74.000
-4.048611,36.761667,74.000
-4.048333,36.761667,74.000
-4.048056,36.761667,74.000
-4.070000,36.761389,55.000
-4.069722,36.761389,55.000
-4.069444,36.761389,55.000
-4.069167,36.761389,55.000
-4.068889,36.761389,55.000
-4.068611,36.761389,56.000
-4.068333,36.761389,56.000
-4.068056,36.761389,56.000
-4.067778,36.761389,56.000
-4.067500,36.761389,57.000
-4.067222,36.761389,57.000
-4.066944,36.761389,58.000
-4.066667,36.761389,59.000
-4.066389,36.761389,59.000
-4.066111,36.761389,60.000
-4.065833,36.761389,60.000
-4.065556,36.761389,61.000
-4.065278,36.761389,61.000
-4.065000,36.761389,62.000
-4.064722,36.761389,62.000
-4.064444,36.761389,62.000
-4.064167,36.761389,63.000
-4.063889,36.761389,63.000
-4.063611,36.761389,64.000
-4.063333,36.761389,64.000
-4.063056,36.761389,64.000
-4.062778,36.761389,64.000
-4.062500,36.761389,65.000
-4.062222,36.761389,65.000
-4.061944,36.761389,65.000
-4.061667,36.761389,66.000
-4.061389,36.761389,66.000
-4.061111,36.761389,66.000
-4.060833,36.761389,66.000
-4.060556,36.761389,67.000
-4.060278,36.761389,67.000
-4.060000,36.761389,67.000
-4.059722,36.761389,68.000
-4.059444,36.761389,68.000
-4.059167,36.761389,68.000
-4.058889,36.761389,69.000
-4.058611,36.761389,69.000
-4.058333,36.761389,69.000
-4.058056,36.761389,69.000
-4.057778,36.761389,69.000
-4.057500,36.761389,69.000
-4.057222,36.761389,70.000
-4.056944,36.761389,70.000
-4.056667,36.761389,70.000
-4.056389,36.761389,71.000
-4.056111,36.761389,71.000
-4.055833,36.761389,72.000
-4.055556,36.761389,72.000
-4.055278,36.761389,72.000
-4.055000,36.761389,73.000
-4.054722,36.761389,73.000
-4.054444,36.761389,73.000
-4.054167,36.761389,74.000
-4.053889,36.761389,74.000
-4.053611,36.761389,74.000
-4.053333,36.761389,74.000
-4.053056,36.761389,74.000
-4.052778,36.761389,74.000
-4.052500,36.761389,74.000
-4.052222,36.761389,74.000
-4.051944,36.761389,74.000
-4.051667,36.761389,74.000
-4.051389,36.761389,74.000
-4.051111,36.761389,74.000
-4.050833,36.761389,74.000
-4.050556,36.761389,74.000
-4.050278,36.761389,74.000
-4.050000,36.761389,74.000
-4.049722,36.761389,74.000
-4.049444,36.761389,74.000
-4.049167,36.761389,74.000
-4.048889,36.761389,74.000
-4.048611,36.761389,74.000
-4.048333,36.761389,74.000
-4.048056,36.761389,74.000
-4.070000,36.761111,55.000
-4.069722,36.761111,55.000
-4.069444,36.761111,55.000
-4.069167,36.761111,55.000
-4.068889,36.761111,55.000
-4.068611,36.761111,56.000
-4.068333,36.761111,56.000
-4.068056,36.761111,56.000
-4.067778,36.761111,57.000
-4.067500,36.761111,57.000
-4.067222,36.761111,58.000
-4.066944,36.761111,58.000
-4.066667,36.761111,59.000
-4.066389,36.761111,59.000
-4.066111,36.761111,60.000
-4.065833,36.761111,61.000
-4.065556,36.761111,61.000
-4.065278,36.761111,62.000
-4.065000,36.761111,62.000
-4.064722,36.761111,63.000
-4.064444,36.761111,63.000
-4.064167,36.761111,64.000
-4.063889,36.761111,64.000
-4.063611,36.761111,64.000
-4.063333,36.761111,64.000
-4.063056,36.761111,65.000
-4.062778,36.761111,65.000
-4.062500,36.761111,65.000
-4.062222,36.761111,66.000
-4.061944,36.761111,66.000
-4.061667,36.761111,66.000
-4.061389,36.761111,66.000
-4.061111,36.761111,66.000
-4.060833,36.761111,67.000
-4.060556,36.761111,67.000
-4.060278,36.761111,67.000
-4.060000,36.761111,68.000
-4.059722,36.761111,68.000
-4.059444,36.761111,68.000
-4.059167,36.761111,69.000
-4.058889,36.761111,69.000
-4.058611,36.761111,69.000
-4.058333,36.761111,69.000
-4.058056,36.761111,69.000
-4.057778,36.761111,69.000
-4.057500,36.761111,70.000
-4.057222,36.761111,70.000
-4.056944,36.761111,70.000
-4.056667,36.761111,71.000
-4.056389,36.761111,71.000
-4.056111,36.761111,72.000
-4.055833,36.761111,72.000
-4.055556,36.761111,73.000
-4.055278,36.761111,73.000
-4.055000,36.761111,73.000
-4.054722,36.761111,74.000
-4.054444,36.761111,74.000
-4.054167,36.761111,74.000
-4.053889,36.761111,75.000
-4.053611,36.761111,75.000
-4.053333,36.761111,75.000
-4.053056,36.761111,75.000
-4.052778,36.761111,75.000
-4.052500,36.761111,75.000
-4.052222,36.761111,75.000
-4.051944,36.761111,75.000
-4.051667,36.761111,75.000
-4.051389,36.761111,74.000
-4.051111,36.761111,74.000
-4.050833,36.761111,74.000
-4.050556,36.761111,74.000
-4.050278,36.761111,74.000
-4.050000,36.761111,74.000
-4.049722,36.761111,74.000
-4.049444,36.761111,74.000
-4.049167,36.761111,74.000
-4.048889,36.761111,74.000
-4.048611,36.761111,74.000
-4.048333,36.761111,74.000
-4.048056,36.761111,74.000
-4.070000,36.760833,55.000
-4.069722,36.760833,55.000
-4.069444,36.760833,55.000
-4.069167,36.760833,55.000
-4.068889,36.760833,56.000
-4.068611,36.760833,56.000
-4.068333,36.760833,56.000
-4.068056,36.760833,57.000
-4.067778,36.760833,57.000
-4.067500,36.760833,57.000
-4.067222,36.760833,58.000
-4.066944,36.760833,59.000
-4.066667,36.760833,59.000
-4.066389,36.760833,60.000
-4.066111,36.760833,61.000
-4.065833,36.760833,61.000
-4.065556,36.760833,62.000
-4.065278,36.760833,62.000
-4.065000,36.760833,63.000
-4.064722,36.760833,63.000
-4.064444,36.760833,64.000
-4.064167,36.760833,64.000
-4.063889,36.760833,64.000
-4.063611,36.760833,65.000
-4.063333,36.760833,65.000
-4.063056,36.760833,65.000
-4.062778,36.760833,66.000
-4.062500,36.760833,66.000
-4.062222,36.760833,66.000
-4.061944,36.760833,66.000
-4.061667,36.760833,67.000
-4.061389,36.760833,67.000
-4.061111,36.760833,67.000
-4.060833,36.760833,67.000
-4.060556,36.760833,67.000
-4.060278,36.760833,68.000
-4.060000,36.760833,68.000
-4.059722,36.760833,68.000
-4.059444,36.760833,69.000
-4.059167,36.760833,69.000
-4.058889,36.760833,69.000
-4.058611,36.760833,69.000
-4.058333,36.760833,70.000
-4.058056,36.760833,70.000
-4.057778,36.760833,70.000
-4.057500,36.760833,70.000
-4.057222,36.760833,70.000
-4.056944,36.760833,71.000
-4.056667,36.760833,71.000
-4.056389,36.760833,72.000
-4.056111,36.760833,72.000
-4.055833,36.760833,73.000
-4.055556,36.760833,73.000
-4.055278,36.760833,74.000
-4.055000,36.760833,74.000
-4.054722,36.760833,74.000
-4.054444,36.760833,75.000
-4.054167,36.760833,75.000
-4.053889,36.760833,75.000
-4.053611,36.760833,75.000
-4.053333,36.760833,75.000
-4.053056,36.760833,75.000
-4.052778,36.760833,75.000
-4.052500,36.760833,75.000
-4.052222,36.760833,75.000
-4.051944,36.760833,75.000
-4.051667,36.760833,75.000
-4.051389,36.760833,75.000
-4.051111,36.760833,75.000
-4.050833,36.760833,74.000
-4.050556,36.760833,74.000
-4.050278,36.760833,74.000
-4.050000,36.760833,74.000
-4.049722,36.760833,74.000
-4.049444,36.760833,74.000
-4.049167,36.760833,74.000
-4.048889,36.760833,74.000
-4.048611,36.760833,74.000
-4.048333,36.760833,74.000
-4.048056,36.760833,74.000
-4.070000,36.760556,56.000
-4.069722,36.760556,56.000
-4.069444,36.760556,56.000
-4.069167,36.760556,56.000
-4.068889,36.760556,56.000
-4.068611,36.760556,57.000
-4.068333,36.760556,57.000
-4.068056,36.760556,57.000
-4.067778,36.760556,58.000
-4.067500,36.760556,58.000
-4.067222,36.760556,59.000
-4.066944,36.760556,59.000
-4.066667,36.760556,60.000
-4.066389,36.760556,61.000
-4.066111,36.760556,61.000
-4.065833,36.760556,62.000
-4.065556,36.760556,62.000
-4.065278,36.760556,63.000
-4.065000,36.760556,63.000
-4.064722,36.760556,64.000
-4.064444,36.760556,64.000
-4.064167,36.760556,65.000
-4.063889,36.760556,65.000
-4.063611,36.760556,65.000
-4.063333,36.760556,66.000
-4.063056,36.760556,66.000
-4.062778,36.760556,66.000
-4.062500,36.760556,67.000
-4.062222,36.760556,67.000
-4.061944,36.760556,67.000
-4.061667,36.760556,67.000
-4.061389,36.760556,67.000
-4.061111,36.760556,68.000
-4.060833,36.760556,68.000
-4.060556,36.760556,68.000
-4.060278,36.760556,68.000
-4.060000,36.760556,69.000
-4.059722,36.760556,69.000
-4.059444,36.760556,69.000
-4.059167,36.760556,69.000
-4.058889,36.760556,70.000
-4.058611,36.760556,70.000
-4.058333,36.760556,70.000
-4.058056,36.760556,71.000
-4.057778,36.760556,71.000
-4.057500,36.760556,71.000
-4.057222,36.760556,71.000
-4.056944,36.760556,72.000
-4.056667,36.760556,72.000
-4.056389,36.760556,73.000
-4.056111,36.760556,73.000
-4.055833,36.760556,74.000
-4.055556,36.760556,74.000
-4.055278,36.760556,74.000
-4.055000,36.760556,75.000
-4.054722,36.760556,75.000
-4.054444,36.760556,75.000
-4.054167,36.760556,76.000
-4.053889,36.760556,76.000
-4.053611,36.760556,76.000
-4.053333,36.760556,76.000
-4.053056,36.760556,76.000
-4.052778,36.760556,76.000
-4.052500,36.760556,76.000
-4.052222,36.760556,76.000
-4.051944,36.760556,76.000
-4.051667,36.760556,75.000
-4.051389,36.760556,75.000
-4.051111,36.760556,75.000
-4.050833,36.760556,75.000
-4.050556,36.760556,75.000
-4.050278,36.760556,75.000
-4.050000,36.760556,75.000
-4.049722,36.760556,74.000
-4.049444,36.760556,74.000
-4.049167,36.760556,74.000
-4.048889,36.760556,74.000
-4.048611,36.760556,74.000
-4.048333,36.760556,74.000
-4.048056,36.760556,74.000
-4.070000,36.760278,56.000
-4.069722,36.760278,56.000
-4.069444,36.760278,56.000
-4.069167,36.760278,57.000
-4.068889,36.760278,57.000
-4.068611,36.760278,57.000
-4.068333,36.760278,58.000
-4.068056,36.760278,58.000
-4.067778,36.760278,59.000
-4.067500,36.760278,59.000
-4.067222,36.760278,60.000
-4.066944,36.760278,60.000
-4.066667,36.760278,61.000
