X,Y,Z
-4.056389,36.760278,74.000
-4.056111,36.760278,74.000
-4.055833,36.760278,74.000
-4.055556,36.760278,75.000
-4.055278,36.760278,75.000
-4.055000,36.760278,76.000
-4.054722,36.760278,76.000
-4.054444,36.760278,76.000
-4.054167,36.760278,77.000
-4.053889,36.760278,77.000
-4.053611,36.760278,77.000
-4.053333,36.760278,77.000
-4.053056,36.760278,77.000
-4.052778,36.760278,77.000
-4.052500,36.760278,77.000
-4.052222,36.760278,76.000
-4.051944,36.760278,76.000
-4.051667,36.760278,76.000
-4.051389,36.760278,76.000
-4.051111,36.760278,76.000
-4.050833,36.760278,75.000
-4.050556,36.760278,75.000
-4.050278,36.760278,75.000
-4.050000,36.760278,75.000
-4.049722,36.760278,75.000
-4.049444,36.760278,75.000
-4.049167,36.760278,75.000
-4.048889,36.760278,74.000
-4.048611,36.760278,74.000
-4.048333,36.760278,74.000
-4.048056,36.760278,74.000
-4.070000,36.760000,57.000
-4.069722,36.760000,57.000
-4.069444,36.760000,57.000
-4.069167,36.760000,57.000
-4.068889,36.760000,58.000
-4.068611,36.760000,58.000
-4.068333,36.760000,59.000
-4.068056,36.760000,59.000
-4.067778,36.760000,59.000
-4.067500,36.760000,60.000
-4.067222,36.760000,60.000
-4.066944,36.760000,61.000
-4.066667,36.760000,61.000
-4.066389,36.760000,62.000
-4.066111,36.760000,63.000
-4.065833,36.760000,63.000
-4.065556,36.760000,64.000
-4.065278,36.760000,64.000
-4.065000,36.760000,65.000
-4.064722,36.760000,65.000
-4.064444,36.760000,66.000
-4.064167,36.760000,66.000
-4.063889,36.760000,66.000
-4.063611,36.760000,67.000
-4.063333,36.760000,67.000
-4.063056,36.760000,67.000
-4.062778,36.760000,67.000
-4.062500,36.760000,68.000
-4.062222,36.760000,68.000
-4.061944,36.760000,68.000
-4.061667,36.760000,68.000
-4.061389,36.760000,69.000
-4.061111,36.760000,69.000
-4.060833,36.760000,69.000
-4.060556,36.760000,69.000
-4.060278,36.760000,70.000
-4.060000,36.760000,70.000
-4.059722,36.760000,70.000
-4.059444,36.760000,70.000
-4.059167,36.760000,70.000
-4.058889,36.760000,71.000
-4.058611,36.760000,71.000
-4.058333,36.760000,72.000
-4.058056,36.760000,72.000
-4.057778,36.760000,72.000
-4.057500,36.760000,73.000
-4.057222,36.760000,73.000
-4.056944,36.760000,74.000
-4.056667,36.760000,74.000
-4.056389,36.760000,75.000
-4.056111,36.760000,75.000
-4.055833,36.760000,75.000
-4.055556,36.760000,76.000
-4.055278,36.760000,76.000
-4.055000,36.760000,76.000
-4.054722,36.760000,77.000
-4.054444,36.760000,77.000
-4.054167,36.760000,77.000
-4.053889,36.760000,78.000
-4.053611,36.760000,78.000
-4.053333,36.760000,77.000
-4.053056,36.760000,77.000
-4.052778,36.760000,77.000
-4.052500,36.760000,77.000
-4.052222,36.760000,77.000
-4.051944,36.760000,77.000
-4.051667,36.760000,77.000
-4.051389,36.760000,76.000
-4.051111,36.760000,76.000
-4.050833,36.760000,76.000
-4.050556,36.760000,76.000
-4.050278,36.760000,75.000
-4.050000,36.760000,75.000
-4.049722,36.760000,75.000
-4.049444,36.760000,75.000
-4.049167,36.760000,75.000
-4.048889,36.760000,75.000
-4.048611,36.760000,75.000
-4.048333,36.760000,75.000
-4.048056,36.760000,75.000
-4.070000,36.759722,58.000
-4.069722,36.759722,58.000
-4.069444,36.759722,58.000
-4.069167,36.759722,58.000
-4.068889,36.759722,58.000
-4.068611,36.759722,59.000
-4.068333,36.759722,59.000
-4.068056,36.759722,60.000
-4.067778,36.759722,60.000
-4.067500,36.759722,61.000
-4.067222,36.759722,61.000
-4.066944,36.759722,62.000
-4.066667,36.759722,62.000
-4.066389,36.759722,63.000
-4.066111,36.759722,63.000
-4.065833,36.759722,64.000
-4.065556,36.759722,64.000
-4.065278,36.759722,65.000
-4.065000,36.759722,65.000
-4.064722,36.759722,66.000
-4.064444,36.759722,66.000
-4.064167,36.759722,67.000
-4.063889,36.759722,67.000
-4.063611,36.759722,67.000
-4.063333,36.759722,67.000
-4.063056,36.759722,68.000
-4.062778,36.759722,68.000
-4.062500,36.759722,68.000
-4.062222,36.759722,68.000
-4.061944,36.759722,69.000
-4.061667,36.759722,69.000
-4.061389,36.759722,69.000
-4.061111,36.759722,69.000
-4.060833,36.759722,70.000
-4.060556,36.759722,70.000
-4.060278,36.759722,70.000
-4.060000,36.759722,70.000
-4.059722,36.759722,71.000
-4.059444,36.759722,71.000
-4.059167,36.759722,71.000
-4.058889,36.759722,71.000
-4.058611,36.759722,72.000
-4.058333,36.759722,72.000
-4.058056,36.759722,73.000
-4.057778,36.759722,73.000
-4.057500,36.759722,74.000
-4.057222,36.759722,74.000
-4.056944,36.759722,75.000
-4.056667,36.759722,75.000
-4.056389,36.759722,75.000
-4.056111,36.759722,76.000
-4.055833,36.759722,76.000
-4.055556,36.759722,77.000
-4.055278,36.759722,77.000
-4.055000,36.759722,77.000
-4.054722,36.759722,78.000
-4.054444,36.759722,78.000
-4.054167,36.759722,78.000
-4.053889,36.759722,78.000
-4.053611,36.759722,78.000
-4.053333,36.759722,78.000
-4.053056,36.759722,78.000
-4.052778,36.759722,78.000
-4.052500,36.759722,78.000
-4.052222,36.759722,78.000
-4.051944,36.759722,78.000
-4.051667,36.759722,77.000
-4.051389,36.759722,77.000
-4.051111,36.759722,77.000
-4.050833,36.759722,76.000
-4.050556,36.759722,76.000
-4.050278,36.759722,76.000
-4.050000,36.759722,76.000
-4.049722,36.759722,75.000
-4.049444,36.759722,75.000
-4.049167,36.759722,75.000
-4.048889,36.759722,75.000
-4.048611,36.759722,75.000
-4.048333,36.759722,75.000
-4.048056,36.759722,75.000
-4.070000,36.759444,58.000
-4.069722,36.759444,58.000
-4.069444,36.759444,58.000
-4.069167,36.759444,59.000
-4.068889,36.759444,59.000
-4.068611,36.759444,60.000
-4.068333,36.759444,60.000
-4.068056,36.759444,60.000
-4.067778,36.759444,61.000
-4.067500,36.759444,61.000
-4.067222,36.759444,62.000
-4.066944,36.759444,62.000
-4.066667,36.759444,63.000
-4.066389,36.759444,63.000
-4.066111,36.759444,64.000
-4.065833,36.759444,64.000
-4.065556,36.759444,65.000
-4.065278,36.759444,65.000
-4.065000,36.759444,66.000
-4.064722,36.759444,66.000
-4.064444,36.759444,67.000
-4.064167,36.759444,67.000
-4.063889,36.759444,68.000
-4.063611,36.759444,68.000
-4.063333,36.759444,68.000
-4.063056,36.759444,68.000
-4.062778,36.759444,68.000
-4.062500,36.759444,69.000
-4.062222,36.759444,69.000
-4.061944,36.759444,69.000
-4.061667,36.759444,69.000
-4.061389,36.759444,70.000
-4.061111,36.759444,70.000
-4.060833,36.759444,70.000
-4.060556,36.759444,71.000
-4.060278,36.759444,71.000
-4.060000,36.759444,71.000
-4.059722,36.759444,71.000
-4.059444,36.759444,71.000
-4.059167,36.759444,71.000
-4.058889,36.759444,72.000
-4.058611,36.759444,72.000
-4.058333,36.759444,73.000
-4.058056,36.759444,74.000
-4.057778,36.759444,74.000
-4.057500,36.759444,75.000
-4.057222,36.759444,75.000
-4.056944,36.759444,76.000
-4.056667,36.759444,76.000
-4.056389,36.759444,76.000
-4.056111,36.759444,77.000
-4.055833,36.759444,77.000
-4.055556,36.759444,77.000
-4.055278,36.759444,78.000
-4.055000,36.759444,78.000
-4.054722,36.759444,78.000
-4.054444,36.759444,79.000
-4.054167,36.759444,79.000
-4.053889,36.759444,79.000
-4.053611,36.759444,79.000
-4.053333,36.759444,79.000
-4.053056,36.759444,79.000
-4.052778,36.759444,79.000
-4.052500,36.759444,79.000
-4.052222,36.759444,78.000
-4.051944,36.759444,78.000
-4.051667,36.759444,78.000
-4.051389,36.759444,78.000
-4.051111,36.759444,77.000
-4.050833,36.759444,77.000
-4.050556,36.759444,77.000
-4.050278,36.759444,76.000
-4.050000,36.759444,76.000
-4.049722,36.759444,76.000
-4.049444,36.759444,76.000
-4.049167,36.759444,75.000
-4.048889,36.759444,75.000
-4.048611,36.759444,75.000
-4.048333,36.759444,75.000
-4.048056,36.759444,75.000
-4.070000,36.759167,59.000
-4.069722,36.759167,59.000
-4.069444,36.759167,59.000
-4.069167,36.759167,59.000
-4.068889,36.759167,60.000
-4.068611,36.759167,60.000
-4.068333,36.759167,61.000
-4.068056,36.759167,61.000
-4.067778,36.759167,62.000
-4.067500,36.759167,62.000
-4.067222,36.759167,63.000
-4.066944,36.759167,63.000
-4.066667,36.759167,64.000
-4.066389,36.759167,64.000
-4.066111,36.759167,65.000
-4.065833,36.759167,65.000
-4.065556,36.759167,66.000
-4.065278,36.759167,66.000
-4.065000,36.759167,67.000
-4.064722,36.759167,67.000
-4.064444,36.759167,68.000
-4.064167,36.759167,68.000
-4.063889,36.759167,68.000
-4.063611,36.759167,68.000
-4.063333,36.759167,69.000
-4.063056,36.759167,69.000
-4.062778,36.759167,69.000
-4.062500,36.759167,69.000
-4.062222,36.759167,69.000
-4.061944,36.759167,70.000
-4.061667,36.759167,70.000
-4.061389,36.759167,70.000
-4.061111,36.759167,71.000
-4.060833,36.759167,71.000
-4.060556,36.759167,71.000
-4.060278,36.759167,71.000
-4.060000,36.759167,71.000
-4.059722,36.759167,72.000
-4.059444,36.759167,72.000
-4.059167,36.759167,72.000
-4.058889,36.759167,72.000
-4.058611,36.759167,73.000
-4.058333,36.759167,74.000
-4.058056,36.759167,74.000
-4.057778,36.759167,75.000
-4.057500,36.759167,76.000
-4.057222,36.759167,76.000
-4.056944,36.759167,76.000
-4.056667,36.759167,77.000
-4.056389,36.759167,77.000
-4.056111,36.759167,77.000
-4.055833,36.759167,78.000
-4.055556,36.759167,78.000
-4.055278,36.759167,78.000
-4.055000,36.759167,79.000
-4.054722,36.759167,79.000
-4.054444,36.759167,79.000
-4.054167,36.759167,80.000
-4.053889,36.759167,80.000
-4.053611,36.759167,80.000
-4.053333,36.759167,80.000
-4.053056,36.759167,80.000
-4.052778,36.759167,79.000
-4.052500,36.759167,79.000
-4.052222,36.759167,79.000
-4.051944,36.759167,79.000
-4.051667,36.759167,78.000
-4.051389,36.759167,78.000
-4.051111,36.759167,78.000
-4.050833,36.759167,77.000
-4.050556,36.759167,77.000
-4.050278,36.759167,77.000
-4.050000,36.759167,76.000
-4.049722,36.759167,76.000
-4.049444,36.759167,76.000
-4.049167,36.759167,75.000
-4.048889,36.759167,75.000
-4.048611,36.759167,75.000
-4.048333,36.759167,75.000
-4.048056,36.759167,75.000
-4.070000,36.758889,60.000
-4.069722,36.758889,60.000
-4.069444,36.758889,60.000
-4.069167,36.758889,61.000
-4.068889,36.758889,61.000
-4.068611,36.758889,61.000
-4.068333,36.758889,62.000
-4.068056,36.758889,62.000
-4.067778,36.758889,63.000
-4.067500,36.758889,63.000
-4.067222,36.758889,64.000
-4.066944,36.758889,64.000
-4.066667,36.758889,64.000
-4.066389,36.758889,65.000
-4.066111,36.758889,65.000
-4.065833,36.758889,66.000
-4.065556,36.758889,66.000
-4.065278,36.758889,67.000
-4.065000,36.758889,67.000
-4.064722,36.758889,67.000
-4.064444,36.758889,68.000
-4.064167,36.758889,68.000
-4.063889,36.758889,68.000
-4.063611,36.758889,69.000
-4.063333,36.758889,69.000
-4.063056,36.758889,69.000
-4.062778,36.758889,69.000
-4.062500,36.758889,69.000
-4.062222,36.758889,69.000
-4.061944,36.758889,70.000
-4.061667,36.758889,70.000
-4.061389,36.758889,70.000
-4.061111,36.758889,71.000
-4.060833,36.758889,71.000
-4.060556,36.758889,71.000
-4.060278,36.758889,71.000
-4.060000,36.758889,72.000
-4.059722,36.758889,72.000
-4.059444,36.758889,72.000
-4.059167,36.758889,72.000
-4.058889,36.758889,73.000
-4.058611,36.758889,73.000
-4.058333,36.758889,74.000
-4.058056,36.758889,75.000
-4.057778,36.758889,75.000
-4.057500,36.758889,76.000
-4.057222,36.758889,76.000
-4.056944,36.758889,77.000
-4.056667,36.758889,77.000
-4.056389,36.758889,78.000
-4.056111,36.758889,78.000
-4.055833,36.758889,78.000
-4.055556,36.758889,79.000
-4.055278,36.758889,79.000
-4.055000,36.758889,79.000
-4.054722,36.758889,79.000
-4.054444,36.758889,80.000
-4.054167,36.758889,80.000
-4.053889,36.758889,80.000
-4.053611,36.758889,80.000
-4.053333,36.758889,80.000
-4.053056,36.758889,80.000
-4.052778,36.758889,80.000
-4.052500,36.758889,79.000
-4.052222,36.758889,79.000
-4.051944,36.758889,79.000
-4.051667,36.758889,79.000
-4.051389,36.758889,78.000
-4.051111,36.758889,78.000
-4.050833,36.758889,78.000
-4.050556,36.758889,77.000
-4.050278,36.758889,77.000
-4.050000,36.758889,77.000
-4.049722,36.758889,76.000
-4.049444,36.758889,76.000
-4.049167,36.758889,76.000
-4.048889,36.758889,75.000
-4.048611,36.758889,75.000
-4.048333,36.758889,75.000
-4.048056,36.758889,75.000
-4.070000,36.758611,62.000
-4.069722,36.758611,62.000
-4.069444,36.758611,62.000
-4.069167,36.758611,62.000
-4.068889,36.758611,62.000
-4.068611,36.758611,63.000
-4.068333,36.758611,63.000
-4.068056,36.758611,63.000
-4.067778,36.758611,64.000
-4.067500,36.758611,64.000
-4.067222,36.758611,65.000
-4.066944,36.758611,65.000
-4.066667,36.758611,65.000
-4.066389,36.758611,66.000
-4.066111,36.758611,66.000
-4.065833,36.758611,66.000
-4.065556,36.758611,67.000
-4.065278,36.758611,67.000
-4.065000,36.758611,67.000
-4.064722,36.758611,68.000
-4.064444,36.758611,68.000
-4.064167,36.758611,68.000
-4.063889,36.758611,69.000
-4.063611,36.758611,69.000
-4.063333,36.758611,69.000
-4.063056,36.758611,69.000
-4.062778,36.758611,69.000
-4.062500,36.758611,69.000
-4.062222,36.758611,70.000
-4.061944,36.758611,70.000
-4.061667,36.758611,70.000
-4.061389,36.758611,70.000
-4.061111,36.758611,71.000
-4.060833,36.758611,71.000
-4.060556,36.758611,71.000
-4.060278,36.758611,72.000
-4.060000,36.758611,72.000
-4.059722,36.758611,72.000
-4.059444,36.758611,73.000
-4.059167,36.758611,73.000
-4.058889,36.758611,73.000
-4.058611,36.758611,74.000
-4.058333,36.758611,75.000
-4.058056,36.758611,75.000
-4.057778,36.758611,76.000
-4.057500,36.758611,76.000
-4.057222,36.758611,77.000
-4.056944,36.758611,77.000
-4.056667,36.758611,78.000
-4.056389,36.758611,78.000
-4.056111,36.758611,78.000
-4.055833,36.758611,79.000
-4.055556,36.758611,79.000
-4.055278,36.758611,79.000
-4.055000,36.758611,79.000
-4.054722,36.758611,80.000
-4.054444,36.758611,80.000
-4.054167,36.758611,80.000
-4.053889,36.758611,80.000
-4.053611,36.758611,80.000
-4.053333,36.758611,80.000
-4.053056,36.758611,80.000
-4.052778,36.758611,80.000
-4.052500,36.758611,80.000
-4.052222,36.758611,79.000
-4.051944,36.758611,79.000
-4.051667,36.758611,79.000
-4.051389,36.758611,78.000
-4.051111,36.758611,78.000
-4.050833,36.758611,78.000
-4.050556,36.758611,77.000
-4.050278,36.758611,77.000
-4.050000,36.758611,77.000
-4.049722,36.758611,76.000
-4.049444,36.758611,76.000
-4.049167,36.758611,76.000
-4.048889,36.758611,75.000
-4.048611,36.758611,75.000
-4.048333,36.758611,75.000
-4.048056,36.758611,75.000
-4.070000,36.758333,63.000
-4.069722,36.758333,63.000
-4.069444,36.758333,63.000
-4.069167,36.758333,63.000
-4.068889,36.758333,64.000
-4.068611,36.758333,64.000
-4.068333,36.758333,64.000
-4.068056,36.758333,64.000
-4.067778,36.758333,65.000
-4.067500,36.758333,65.000
-4.067222,36.758333,65.000
-4.066944,36.758333,66.000
-4.066667,36.758333,66.000
-4.066389,36.758333,66.000
-4.066111,36.758333,67.000
-4.065833,36.758333,67.000
-4.065556,36.758333,67.000
-4.065278,36.758333,68.000
-4.065000,36.758333,68.000
-4.064722,36.758333,68.000
-4.064444,36.758333,68.000
-4.064167,36.758333,68.000
-4.063889,36.758333,69.000
-4.063611,36.758333,69.000
-4.063333,36.758333,69.000
-4.063056,36.758333,69.000
-4.062778,36.758333,69.000
-4.062500,36.758333,69.000
-4.062222,36.758333,70.000
-4.061944,36.758333,70.000
-4.061667,36.758333,70.000
-4.061389,36.758333,70.000
-4.061111,36.758333,71.000
-4.060833,36.758333,71.000
-4.060556,36.758333,71.000
-4.060278,36.758333,72.000
-4.060000,36.758333,72.000
-4.059722,36.758333,72.000
-4.059444,36.758333,73.000
-4.059167,36.758333,73.000
-4.058889,36.758333,74.000
-4.058611,36.758333,74.000
-4.058333,36.758333,75.000
-4.058056,36.758333,76.000
-4.057778,36.758333,76.000
-4.057500,36.758333,77.000
-4.057222,36.758333,77.000
-4.056944,36.758333,78.000
-4.056667,36.758333,78.000
-4.056389,36.758333,78.000
-4.056111,36.758333,79.000
-4.055833,36.758333,79.000
-4.055556,36.758333,80.000
-4.055278,36.758333,80.000
-4.055000,36.758333,80.000
-4.054722,36.758333,80.000
-4.054444,36.758333,80.000
-4.054167,36.758333,80.000
-4.053889,36.758333,81.000
-4.053611,36.758333,80.000
-4.053333,36.758333,80.000
-4.053056,36.758333,80.000
-4.052778,36.758333,80.000
-4.052500,36.758333,80.000
-4.052222,36.758333,80.000
-4.051944,36.758333,79.000
-4.051667,36.758333,79.000
-4.051389,36.758333,79.000
-4.051111,36.758333,78.000
-4.050833,36.758333,78.000
-4.050556,36.758333,78.000
-4.050278,36.758333,77.000
-4.050000,36.758333,77.000
-4.049722,36.758333,76.000
-4.049444,36.758333,76.000
-4.049167,36.758333,76.000
-4.048889,36.758333,75.000
-4.048611,36.758333,75.000
-4.048333,36.758333,75.000
-4.048056,36.758333,75.000
-4.070000,36.758056,64.000
-4.069722,36.758056,64.000
-4.069444,36.758056,64.000
-4.069167,36.758056,64.000
-4.068889,36.758056,65.000
-4.068611,36.758056,65.000
-4.068333,36.758056,65.000
-4.068056,36.758056,66.000
-4.067778,36.758056,66.000
-4.067500,36.758056,66.000
-4.067222,36.758056,66.000
-4.066944,36.758056,67.000
-4.066667,36.758056,67.000
-4.066389,36.758056,67.000
-4.066111,36.758056,67.000
-4.065833,36.758056,68.000
-4.065556,36.758056,68.000
-4.065278,36.758056,68.000
-4.065000,36.758056,68.000
-4.064722,36.758056,68.000
-4.064444,36.758056,69.000
-4.064167,36.758056,69.000
-4.063889,36.758056,69.000
-4.063611,36.758056,69.000
-4.063333,36.758056,69.000
-4.063056,36.758056,69.000
-4.062778,36.758056,69.000
-4.062500,36.758056,70.000
-4.062222,36.758056,70.000
-4.061944,36.758056,70.000
-4.061667,36.758056,70.000
-4.061389,36.758056,70.000
-4.061111,36.758056,71.000
-4.060833,36.758056,71.000
-4.060556,36.758056,71.000
-4.060278,36.758056,72.000
-4.060000,36.758056,72.000
-4.059722,36.758056,73.000
-4.059444,36.758056,73.000
-4.059167,36.758056,74.000
-4.058889,36.758056,74.000
-4.058611,36.758056,75.000
-4.058333,36.758056,75.000
-4.058056,36.758056,76.000
-4.057778,36.758056,76.000
-4.057500,36.758056,77.000
-4.057222,36.758056,77.000
-4.056944,36.758056,78.000
-4.056667,36.758056,78.000
-4.056389,36.758056,79.000
-4.056111,36.758056,79.000
-4.055833,36.758056,80.000
-4.055556,36.758056,80.000
-4.055278,36.758056,80.000
-4.055000,36.758056,80.000
-4.054722,36.758056,80.000
-4.054444,36.758056,80.000
-4.054167,36.758056,81.000
-4.053889,36.758056,81.000
-4.053611,36.758056,81.000
-4.053333,36.758056,80.000
-4.053056,36.758056,80.000
-4.052778,36.758056,80.000
-4.052500,36.758056,80.000
-4.052222,36.758056,80.000
-4.051944,36.758056,79.000
-4.051667,36.758056,79.000
-4.051389,36.758056,79.000
-4.051111,36.758056,78.000
-4.050833,36.758056,78.000
-4.050556,36.758056,78.000
-4.050278,36.758056,77.000
-4.050000,36.758056,77.000
-4.049722,36.758056,76.000
-4.049444,36.758056,76.000
-4.049167,36.758056,76.000
-4.048889,36.758056,75.000
-4.048611,36.758056,75.000
-4.048333,36.758056,75.000
-4.048056,36.758056,75.000
-4.070000,36.757778,66.000
-4.069722,36.757778,66.000
-4.069444,36.757778,66.000
-4.069167,36.757778,66.000
-4.068889,36.757778,66.000
-4.068611,36.757778,66.000
-4.068333,36.757778,66.000
-4.068056,36.757778,67.000
-4.067778,36.757778,67.000
-4.067500,36.757778,67.000
-4.067222,36.757778,67.000
-4.066944,36.757778,67.000
-4.066667,36.757778,68.000
-4.066389,36.757778,68.000
-4.066111,36.757778,68.000
-4.065833,36.757778,68.000
-4.065556,36.757778,68.000
-4.065278,36.757778,68.000
-4.065000,36.757778,69.000
-4.064722,36.757778,69.000
-4.064444,36.757778,69.000
-4.064167,36.757778,69.000
-4.063889,36.757778,69.000
-4.063611,36.757778,69.000
-4.063333,36.757778,69.000
-4.063056,36.757778,69.000
-4.062778,36.757778,70.000
-4.062500,36.757778,70.000
-4.062222,36.757778,70.000
-4.061944,36.757778,70.000
-4.061667,36.757778,70.000
-4.061389,36.757778,71.000
-4.061111,36.757778,71.000
-4.060833,36.757778,71.000
-4.060556,36.757778,71.000
-4.060278,36.757778,72.000
-4.060000,36.757778,73.000
-4.059722,36.757778,73.000
-4.059444,36.757778,74.000
-4.059167,36.757778,74.000
-4.058889,36.757778,75.000
-4.058611,36.757778,75.000
-4.058333,36.757778,76.000
-4.058056,36.757778,76.000
-4.057778,36.757778,77.000
-4.057500,36.757778,77.000
-4.057222,36.757778,78.000
-4.056944,36.757778,78.000
-4.056667,36.757778,79.000
-4.056389,36.757778,79.000
-4.056111,36.757778,80.000
-4.055833,36.757778,80.000
-4.055556,36.757778,81.000
-4.055278,36.757778,81.000
-4.055000,36.757778,81.000
-4.054722,36.757778,81.000
-4.054444,36.757778,81.000
-4.054167,36.757778,81.000
-4.053889,36.757778,81.000
-4.053611,36.757778,81.000
-4.053333,36.757778,81.000
-4.053056,36.757778,80.000
-4.052778,36.757778,80.000
-4.052500,36.757778,80.000
-4.052222,36.757778,80.000
-4.051944,36.757778,80.000
-4.051667,36.757778,79.000
-4.051389,36.757778,79.000
-4.051111,36.757778,79.000
-4.050833,36.757778,78.000
-4.050556,36.757778,78.000
-4.050278,36.757778,77.000
-4.050000,36.757778,77.000
-4.049722,36.757778,77.000
-4.049444,36.757778,76.000
-4.049167,36.757778,76.000
-4.048889,36.757778,75.000
-4.048611,36.757778,75.000
-4.048333,36.757778,75.000
-4.048056,36.757778,75.000
-4.070000,36.757500,67.000
-4.069722,36.757500,67.000
-4.069444,36.757500,67.000
-4.069167,36.757500,67.000
-4.068889,36.757500,67.000
-4.068611,36.757500,67.000
-4.068333,36.757500,68.000
-4.068056,36.757500,68.000
-4.067778,36.757500,68.000
-4.067500,36.757500,68.000
-4.067222,36.757500,68.000
-4.066944,36.757500,68.000
-4.066667,36.757500,69.000
-4.066389,36.757500,69.000
-4.066111,36.757500,69.000
-4.065833,36.757500,69.000
-4.065556,36.757500,69.000
-4.065278,36.757500,69.000
-4.065000,36.757500,69.000
-4.064722,36.757500,69.000
-4.064444,36.757500,69.000
-4.064167,36.757500,69.000
-4.063889,36.757500,69.000
-4.063611,36.757500,69.000
-4.063333,36.757500,69.000
-4.063056,36.757500,70.000
-4.062778,36.757500,70.000
-4.062500,36.757500,70.000
-4.062222,36.757500,70.000
-4.061944,36.757500,70.000
-4.061667,36.757500,70.000
-4.061389,36.757500,71.000
-4.061111,36.757500,71.000
-4.060833,36.757500,71.000
-4.060556,36.757500,71.000
-4.060278,36.757500,72.000
-4.060000,36.757500,73.000
-4.059722,36.757500,73.000
-4.059444,36.757500,74.000
-4.059167,36.757500,75.000
-4.058889,36.757500,75.000
-4.058611,36.757500,76.000
-4.058333,36.757500,76.000
-4.058056,36.757500,77.000
-4.057778,36.757500,77.000
-4.057500,36.757500,78.000
-4.057222,36.757500,78.000
-4.056944,36.757500,79.000
-4.056667,36.757500,79.000
-4.056389,36.757500,80.000
-4.056111,36.757500,80.000
-4.055833,36.757500,81.000
-4.055556,36.757500,81.000
-4.055278,36.757500,81.000
-4.055000,36.757500,81.000
-4.054722,36.757500,81.000
-4.054444,36.757500,81.000
-4.054167,36.757500,81.000
-4.053889,36.757500,81.000
-4.053611,36.757500,81.000
-4.053333,36.757500,81.000
-4.053056,36.757500,81.000
-4.052778,36.757500,80.000
-4.052500,36.757500,80.000
-4.052222,36.757500,80.000
-4.051944,36.757500,80.000
-4.051667,36.757500,79.000
-4.051389,36.757500,79.000
-4.051111,36.757500,79.000
-4.050833,36.757500,78.000
-4.050556,36.757500,78.000
-4.050278,36.757500,78.000
-4.050000,36.757500,77.000
-4.049722,36.757500,77.000
-4.049444,36.757500,76.000
-4.049167,36.757500,76.000
-4.048889,36.757500,75.000
-4.048611,36.757500,75.000
-4.048333,36.757500,75.000
-4.048056,36.757500,75.000
-4.070000,36.757222,68.000
-4.069722,36.757222,68.000
-4.069444,36.757222,68.000
-4.069167,36.757222,68.000
-4.068889,36.757222,68.000
-4.068611,36.757222,68.000
-4.068333,36.757222,68.000
-4.068056,36.757222,68.000
-4.067778,36.757222,68.000
-4.067500,36.757222,68.000
-4.067222,36.757222,68.000
-4.066944,36.757222,69.000
-4.066667,36.757222,69.000
-4.066389,36.757222,69.000
-4.066111,36.757222,69.000
-4.065833,36.757222,69.000
-4.065556,36.757222,69.000
-4.065278,36.757222,69.000
-4.065000,36.757222,69.000
-4.064722,36.757222,69.000
-4.064444,36.757222,69.000
-4.064167,36.757222,69.000
-4.063889,36.757222,69.000
-4.063611,36.757222,69.000
-4.063333,36.757222,69.000
-4.063056,36.757222,69.000
-4.062778,36.757222,70.000
-4.062500,36.757222,70.000
-4.062222,36.757222,70.000
-4.061944,36.757222,70.000
-4.061667,36.757222,70.000
-4.061389,36.757222,70.000
-4.061111,36.757222,71.000
-4.060833,36.757222,71.000
-4.060556,36.757222,71.000
-4.060278,36.757222,72.000
-4.060000,36.757222,73.000
-4.059722,36.757222,73.000
-4.059444,36.757222,74.000
-4.059167,36.757222,75.000
-4.058889,36.757222,75.000
-4.058611,36.757222,76.000
-4.058333,36.757222,76.000
-4.058056,36.757222,77.000
-4.057778,36.757222,77.000
-4.057500,36.757222,78.000
-4.057222,36.757222,78.000
-4.056944,36.757222,79.000
-4.056667,36.757222,79.000
-4.056389,36.757222,80.000
-4.056111,36.757222,80.000
-4.055833,36.757222,80.000
-4.055556,36.757222,81.000
-4.055278,36.757222,81.000
-4.055000,36.757222,81.000
-4.054722,36.757222,81.000
-4.054444,36.757222,81.000
-4.054167,36.757222,81.000
-4.053889,36.757222,81.000
-4.053611,36.757222,80.000
-4.053333,36.757222,80.000
-4.053056,36.757222,80.000
-4.052778,36.757222,80.000
-4.052500,36.757222,80.000
-4.052222,36.757222,80.000
-4.051944,36.757222,79.000
-4.051667,36.757222,79.000
-4.051389,36.757222,79.000
-4.051111,36.757222,78.000
-4.050833,36.757222,78.000
-4.050556,36.757222,77.000
-4.050278,36.757222,77.000
-4.050000,36.757222,77.000
-4.049722,36.757222,76.000
-4.049444,36.757222,76.000
-4.049167,36.757222,75.000
-4.048889,36.757222,75.000
-4.048611,36.757222,75.000
-4.048333,36.757222,75.000
-4.048056,36.757222,75.000
-4.070000,36.756944,68.000
-4.069722,36.756944,68.000
-4.069444,36.756944,68.000
-4.069167,36.756944,68.000
-4.068889,36.756944,68.000
-4.068611,36.756944,68.000
-4.068333,36.756944,68.000
-4.068056,36.756944,69.000
-4.067778,36.756944,69.000
-4.067500,36.756944,69.000
-4.067222,36.756944,69.000
-4.066944,36.756944,69.000
-4.066667,36.756944,69.000
-4.066389,36.756944,69.000
-4.066111,36.756944,69.000
-4.065833,36.756944,69.000
-4.065556,36.756944,69.000
-4.065278,36.756944,69.000
-4.065000,36.756944,69.000
-4.064722,36.756944,69.000
-4.064444,36.756944,69.000
